rang,joueur,nationalite,position,equipe,age,annee_naissance,matchs,titularisations,minutes,minutes_90,buts,passes_decisives,buts_passes_decisives,buts_hors_penaltys,penaltys_marques,penaltys_tentes,cartons_jaunes,cartons_rouges,xg,npxg,xa,npxg_xa,progressions_balle,passes_progressives,passes_progressives_recues,buts_90,passes_decisives_90,buts_passes_decisives_90,buts_hors_penaltys_90,buts_passes_decisives_penaltys_90,xg_90,xa_90,xg_xa_90,npxg_90,npxg_xa_90
92.0,Chiquinho,POR,MT,Wolves,25.0,2000,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42
93.0,Hamza Choudhury,BAN,"MT,DF",Leicester City,27.0,1997,4.0,1.0,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27
94.0,Ryan Christie,SCO,MT,Bournemouth,30.0,1995,28.0,26.0,2060.0,22.9,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,1.8,1.8,3.4,5.2,32.0,134.0,42.0,0.09,0.13,0.22,0.09,0.22,0.08,0.15,0.23,0.08,0.23
95.0,Harry Clarke,ENG,DF,Ipswich Town,24.0,2001,7.0,4.0,379.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,0.1,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
96.0,Jack Clarke,ENG,"AT,MT",Ipswich Town,24.0,2000,24.0,8.0,871.0,9.7,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,1.8,2.8,25.0,28.0,46.0,0.0,0.41,0.41,0.0,0.41,0.1,0.19,0.29,0.1,0.29
97.0,Nathaniel Clyne,ENG,"DF,MT",Crystal Palace,33.0,1991,11.0,4.0,397.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
98.0,Conor Coady,ENG,DF,Leicester City,32.0,1993,13.0,10.0,904.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
99.0,Séamus Coleman,IRL,DF,Everton,36.0,1988,3.0,2.0,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26
100.0,Nathan Collins,IRL,DF,Brentford,23.0,2001,29.0,29.0,2610.0,29.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,2.3,2.3,1.4,3.7,23.0,103.0,17.0,0.07,0.03,0.1,0.07,0.1,0.08,0.05,0.13,0.08,0.13
101.0,Toby Collyer,ENG,MT,Manchester Utd,21.0,2004,6.0,0.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22
102.0,Levi Colwill,ENG,DF,Chelsea,22.0,2003,27.0,27.0,2429.0,27.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.7,0.7,1.1,1.8,10.0,109.0,7.0,0.04,0.04,0.07,0.04,0.07,0.03,0.04,0.07,0.03,0.07
103.0,Lewis Cook,ENG,"MT,DF",Bournemouth,28.0,1997,28.0,26.0,2392.0,26.6,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,3.6,4.2,30.0,140.0,41.0,0.04,0.11,0.15,0.04,0.15,0.02,0.14,0.16,0.02,0.16
104.0,Maxwel Cornet,CIV,AT,Southampton,28.0,1996,2.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
105.0,Vladimír Coufal,CZE,DF,West Ham,32.0,1992,15.0,8.0,736.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.6,0.8,11.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1
106.0,Woyo Coulibaly,FRA,DF,Leicester City,25.0,1999,4.0,1.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
107.0,Aaron Cresswell,ENG,DF,West Ham,35.0,1989,13.0,6.0,544.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,1.1,1.3,4.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.19,0.21,0.02,0.21
108.0,Marc Cucurella,ESP,DF,Chelsea,26.0,1998,27.0,25.0,2254.0,25.0,4.0,1.0,5.0,4.0,0.0,0.0,8.0,1.0,2.2,2.2,1.7,3.9,29.0,90.0,95.0,0.16,0.04,0.2,0.16,0.2,0.09,0.07,0.15,0.09,0.15
109.0,Jorge Cuenca,ESP,DF,Fulham,25.0,1999,5.0,2.0,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,Matheus Cunha,BRA,"MT,AT",Wolves,25.0,1999,26.0,24.0,2143.0,23.8,13.0,4.0,17.0,13.0,0.0,0.0,3.0,0.0,6.7,6.7,6.6,13.4,92.0,112.0,137.0,0.55,0.17,0.71,0.55,0.71,0.28,0.28,0.56,0.28,0.56
111.0,Patson Daka,ZAM,"AT,MT",Leicester City,26.0,1998,16.0,3.0,463.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,4.0,7.0,24.0,0.19,0.0,0.19,0.19,0.19,0.15,0.0,0.15,0.15,0.15
112.0,Diogo Dalot,POR,DF,Manchester Utd,26.0,1999,28.0,28.0,2486.0,27.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.9,1.9,1.7,3.7,53.0,85.0,137.0,0.0,0.07,0.07,0.0,0.07,0.07,0.06,0.13,0.07,0.13
113.0,Mikkel Damsgaard,DEN,"MT,AT",Brentford,24.0,2000,29.0,26.0,2216.0,24.6,2.0,10.0,12.0,2.0,0.0,0.0,2.0,0.0,2.3,2.3,7.1,9.4,59.0,188.0,105.0,0.08,0.41,0.49,0.08,0.49,0.1,0.29,0.38,0.1,0.38
114.0,Danilo,BRA,MT,Nott'ham Forest,23.0,2001,5.0,3.0,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,Jayden Danns,ENG,MT,Liverpool,19.0,2006,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.0,Kevin Danso,AUT,DF,Tottenham,26.0,1998,4.0,4.0,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1
117.0,Ben Davies,WAL,DF,Tottenham,31.0,1993,9.0,8.0,721.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.2,6.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
118.0,Leif Davis,ENG,DF,Ipswich Town,25.0,2000,28.0,28.0,2461.0,27.3,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,4.3,5.2,47.0,55.0,117.0,0.04,0.07,0.11,0.04,0.11,0.03,0.16,0.19,0.03,0.19
119.0,Craig Dawson,ENG,DF,Wolves,34.0,1990,15.0,10.0,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,6.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
120.0,Kevin De Bruyne,BEL,MT,Manchester City,33.0,1991,20.0,12.0,1103.0,12.3,2.0,6.0,8.0,2.0,0.0,0.0,2.0,0.0,2.6,2.6,6.1,8.8,38.0,113.0,105.0,0.16,0.49,0.65,0.16,0.65,0.22,0.5,0.71,0.22,0.71
121.0,Liam Delap,ENG,AT,Ipswich Town,22.0,2003,28.0,27.0,2173.0,24.1,10.0,2.0,12.0,8.0,2.0,2.0,8.0,0.0,8.2,6.6,1.9,8.5,52.0,26.0,91.0,0.41,0.08,0.5,0.33,0.41,0.34,0.08,0.42,0.28,0.35
122.0,Sepp van den Berg,NED,DF,Brentford,23.0,2001,22.0,20.0,1776.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,6.0,53.0,23.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
123.0,Justin Devenny,NIR,MT,Crystal Palace,21.0,2003,14.0,3.0,318.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,3.0,9.0,9.0,0.28,0.0,0.28,0.28,0.28,0.14,0.1,0.24,0.14,0.24
124.0,Kiernan Dewsbury-Hall,ENG,"MT,AT",Chelsea,26.0,1998,9.0,1.0,199.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.2,5.0,11.0,9.0,0.0,0.45,0.45,0.0,0.45,0.1,0.45,0.55,0.1,0.55
125.0,Amad Diallo,CIV,"AT,MT",Manchester Utd,22.0,2002,22.0,17.0,1594.0,17.7,6.0,6.0,12.0,6.0,0.0,0.0,3.0,0.0,4.1,4.1,3.9,8.0,92.0,53.0,159.0,0.34,0.34,0.68,0.34,0.68,0.23,0.22,0.45,0.23,0.45
126.0,Rúben Dias,POR,DF,Manchester City,27.0,1997,18.0,16.0,1461.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,0.3,1.5,28.0,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.09,0.08,0.09
127.0,Luis Díaz,COL,AT,Liverpool,28.0,1997,28.0,22.0,1850.0,20.6,9.0,4.0,13.0,9.0,0.0,0.0,2.0,0.0,7.6,7.6,3.4,11.0,84.0,83.0,213.0,0.44,0.19,0.63,0.44,0.63,0.37,0.17,0.53,0.37,0.53
128.0,Tyler Dibling,ENG,"AT,MT",Southampton,19.0,2006,25.0,17.0,1540.0,17.1,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,1.4,3.8,60.0,54.0,80.0,0.12,0.0,0.12,0.12,0.12,0.14,0.08,0.22,0.14,0.22
129.0,Lucas Digne,FRA,DF,Aston Villa,31.0,1993,28.0,25.0,2061.0,22.9,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,4.0,4.8,21.0,51.0,132.0,0.0,0.17,0.17,0.0,0.17,0.03,0.17,0.21,0.03,0.21
130.0,Issa Diop,FRA,DF,Fulham,28.0,1997,20.0,14.0,1263.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,6.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
131.0,Axel Disasi,FRA,DF,Chelsea,27.0,1998,6.0,4.0,364.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,6.0,16.0,2.0,0.25,0.0,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09
132.0,Axel Disasi,FRA,DF,Aston Villa,27.0,1998,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.4,8.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11
133.0,Roman Dixon,ENG,DF,Everton,20.0,2004,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,Nasser Djiga,BFA,DF,Wolves,22.0,2002,2.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,Matt Doherty,IRL,DF,Wolves,33.0,1992,22.0,18.0,1610.0,17.9,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,1.4,2.4,27.0,68.0,38.0,0.11,0.06,0.17,0.11,0.17,0.06,0.08,0.13,0.06,0.13
136.0,Jeremy Doku,BEL,"AT,MT",Manchester City,22.0,2002,20.0,13.0,1163.0,12.9,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,3.2,4.2,157.0,55.0,206.0,0.23,0.31,0.54,0.23,0.54,0.07,0.25,0.32,0.07,0.32
137.0,Nicolás Domínguez,ARG,"MT,AT",Nott'ham Forest,26.0,1998,25.0,16.0,1395.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.3,1.3,1.0,2.3,9.0,52.0,19.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.15,0.08,0.15
138.0,Patrick Dorgu,DEN,DF,Manchester Utd,20.0,2004,3.0,3.0,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.0,0.1,11.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
139.0,Alfie Dorrington,ENG,DF,Tottenham,19.0,2005,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,Abdoulaye Doucouré,MLI,MT,Everton,32.0,1993,25.0,24.0,1980.0,22.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,3.2,3.2,1.5,4.7,32.0,66.0,73.0,0.09,0.05,0.14,0.09,0.14,0.14,0.07,0.21,0.14,0.21
141.0,Cheick Doucouré,MLI,MT,Crystal Palace,25.0,2000,13.0,4.0,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,2.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
142.0,Flynn Downes,ENG,MT,Southampton,26.0,1999,20.0,18.0,1522.0,16.9,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.6,0.6,0.9,1.5,21.0,52.0,24.0,0.06,0.0,0.06,0.06,0.06,0.04,0.05,0.09,0.04,0.09
143.0,Tommy Doyle,ENG,MT,Wolves,23.0,2001,24.0,3.0,488.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,6.0,40.0,4.0,0.0,0.18,0.18,0.0,0.18,0.1,0.09,0.2,0.1,0.2
144.0,Radu Drăgușin,ROU,DF,Tottenham,23.0,2002,16.0,14.0,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,7.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
145.0,Martin Dúbravka,SVK,GB,Newcastle Utd,36.0,1989,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.0,Lewis Dunk,ENG,DF,Brighton,33.0,1991,19.0,17.0,1562.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.5,1.2,17.0,111.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
147.0,Jáder Durán,COL,AT,Aston Villa,21.0,2003,20.0,4.0,638.0,7.1,7.0,0.0,7.0,7.0,0.0,0.0,3.0,1.0,4.9,4.9,0.2,5.1,7.0,13.0,44.0,0.99,0.0,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71
148.0,Ederson,BRA,GB,Manchester City,31.0,1993,19.0,19.0,1710.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.8,0.8,0.0,1.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.04,0.04,0.0,0.04
149.0,George Edmundson,ENG,DF,Ipswich Town,27.0,1997,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.0,Odsonne Édouard,FRA,AT,Leicester City,27.0,1998,4.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
151.0,Odsonne Édouard,FRA,"MT,AT",Crystal Palace,27.0,1998,2.0,1.0,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34
152.0,Samuel Edozie,ENG,"DF,AT",Southampton,22.0,2003,2.0,0.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14
153.0,Ronnie Edwards,ENG,DF,Southampton,22.0,2003,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154.0,Anthony Elanga,SWE,"AT,MT",Nott'ham Forest,22.0,2002,29.0,23.0,1845.0,20.5,5.0,8.0,13.0,5.0,0.0,0.0,1.0,0.0,3.7,3.7,4.3,8.0,76.0,41.0,150.0,0.24,0.39,0.63,0.24,0.63,0.18,0.21,0.39,0.18,0.39
155.0,Harvey Elliott,ENG,"MT,AT",Liverpool,21.0,2003,11.0,0.0,128.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,7.0,17.0,14.0,0.0,0.7,0.7,0.0,0.7,0.14,0.54,0.68,0.14,0.68
156.0,Yunus Emre Konak,TUR,"AT,MT",Brentford,19.0,2006,7.0,0.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44
157.0,Julio Enciso,PAR,"MT,AT",Brighton,21.0,2004,12.0,2.0,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.2,11.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,0.38
