joueur,nationalite,position,equipe,age,annee_naissance,matchs,titularisations,minutes,minutes_90,buts,passes_decisives,buts_passes_decisives,buts_hors_penaltys,penaltys_marques,penaltys_tentes,cartons_jaunes,cartons_rouges,xg,npxg,xa,npxg_xa,progressions_balle,passes_progressives,passes_progressives_recues,buts_90,passes_decisives_90,buts_passes_decisives_90,buts_hors_penaltys_90,buts_passes_decisives_penaltys_90,xg_90,xa_90,xg_xa_90,npxg_90,npxg_xa_90
Olivier Deman,BEL,DF,Werder Bremen,24.0,2000,9.0,0.0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15
Ermedin Demirović,BIH,AT,Stuttgart,27.0,1998,27.0,16.0,1446.0,16.1,10.0,0.0,10.0,10.0,0.0,2.0,2.0,0.0,9.1,7.4,1.1,8.5,16.0,25.0,90.0,0.62,0.0,0.62,0.62,0.62,0.57,0.07,0.64,0.46,0.53
Justin Diehl,GER,"AT,DF",Stuttgart,20.0,2004,6.0,0.0,104.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,5.0,20.0,0.87,0.0,0.87,0.87,0.87,0.84,0.1,0.94,0.84,0.94
Eric Dier,ENG,DF,Bayern Munich,31.0,1994,14.0,9.0,838.0,9.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.8,8.0,47.0,1.0,0.0,0.11,0.11,0.0,0.11,0.08,0.01,0.09,0.08,0.09
Junior Dina Ebimbe,FRA,"MT,AT",Eint Frankfurt,24.0,2000,7.0,3.0,293.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,1.8,5.0,3.0,27.0,0.0,0.31,0.31,0.0,0.31,0.26,0.29,0.56,0.26,0.56
Eren Dinkçi,GER,"MT,AT",Freiburg,23.0,2001,22.0,13.0,1175.0,13.1,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.3,3.4,33.0,35.0,71.0,0.0,0.23,0.23,0.0,0.23,0.08,0.18,0.26,0.08,0.26
Ritsu Doan,JPN,"AT,MT",Freiburg,26.0,1998,27.0,26.0,2251.0,25.0,8.0,5.0,13.0,8.0,0.0,0.0,1.0,0.0,5.2,5.2,2.7,7.8,52.0,84.0,143.0,0.32,0.2,0.52,0.32,0.52,0.21,0.11,0.31,0.21,0.31
Danilho Doekhi,NED,DF,Union Berlin,26.0,1998,27.0,27.0,2430.0,27.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.5,2.5,1.0,3.6,10.0,74.0,13.0,0.04,0.0,0.04,0.04,0.04,0.09,0.04,0.13,0.09,0.13
Niklas Dorsch,GER,MT,Augsburg,27.0,1998,1.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niklas Dorsch,GER,MT,Heidenheim,27.0,1998,16.0,13.0,977.0,10.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,0.9,0.9,1.0,1.9,9.0,40.0,15.0,0.18,0.18,0.37,0.18,0.37,0.08,0.09,0.17,0.08,0.17
Patrick Drewes,GER,GB,Bochum,32.0,1993,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Drexler,GER,DF,Hoffenheim,20.0,2005,8.0,5.0,357.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Marvin Ducksch,GER,AT,Werder Bremen,31.0,1994,25.0,23.0,1869.0,20.8,7.0,7.0,14.0,6.0,1.0,2.0,3.0,0.0,8.2,6.6,5.9,12.5,17.0,66.0,126.0,0.34,0.34,0.67,0.29,0.63,0.39,0.28,0.68,0.32,0.6
Julien Duranville,BEL,"AT,MT",Dortmund,18.0,2006,10.0,2.0,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,14.0,7.0,32.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.14,0.03,0.14
Adam Dźwigała,POL,"DF,MT",St. Pauli,29.0,1995,13.0,1.0,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.4,0.4,0.0,0.4,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
Johannes Eggestein,GER,AT,St. Pauli,26.0,1998,24.0,22.0,1815.0,20.2,3.0,4.0,7.0,2.0,1.0,2.0,3.0,0.0,4.7,3.1,2.1,5.2,25.0,43.0,132.0,0.15,0.2,0.35,0.1,0.3,0.23,0.1,0.34,0.16,0.26
Maximilian Eggestein,GER,MT,Freiburg,28.0,1996,26.0,26.0,2215.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,1.1,2.5,21.0,118.0,30.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1
Hugo Ekitike,FRA,AT,Eint Frankfurt,22.0,2002,26.0,24.0,1960.0,21.8,13.0,4.0,17.0,12.0,1.0,3.0,0.0,0.0,18.2,15.9,4.8,20.8,70.0,37.0,159.0,0.6,0.18,0.78,0.55,0.73,0.84,0.22,1.06,0.73,0.95
Elif Elmas,MKD,MT,RB Leipzig,25.0,1999,2.0,0.0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.7
Nico Elvedi,SUI,DF,Gladbach,28.0,1996,20.0,20.0,1755.0,19.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.4,2.4,18.0,48.0,5.0,0.05,0.05,0.1,0.05,0.1,0.1,0.02,0.12,0.1,0.12
Arne Engels,BEL,"MT,AT",Augsburg,21.0,2003,1.0,1.0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45
Patrick Erras,GER,DF,Holstein Kiel,30.0,1995,10.0,10.0,832.0,9.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.1,1.0,3.0,25.0,1.0,0.11,0.0,0.11,0.11,0.11,0.1,0.01,0.11,0.1,0.11
Samuel Essende,COD,AT,Augsburg,27.0,1998,24.0,15.0,1301.0,14.5,6.0,2.0,8.0,6.0,0.0,0.0,4.0,1.0,3.0,3.0,1.2,4.2,27.0,13.0,99.0,0.42,0.14,0.55,0.42,0.55,0.21,0.08,0.29,0.21,0.29
Kilian Fischer,GER,DF,Wolfsburg,24.0,2000,26.0,23.0,1802.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.3,0.5,39.0,75.0,60.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Jonas Föhrenbach,GER,DF,Heidenheim,29.0,1996,23.0,22.0,1792.0,19.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.3,1.5,36.0,59.0,45.0,0.0,0.05,0.05,0.0,0.05,0.01,0.06,0.08,0.01,0.08
Marco Friedl,AUT,DF,Werder Bremen,27.0,1998,19.0,18.0,1531.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.1,0.1,0.2,0.3,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Marvin Friedrich,GER,DF,Gladbach,29.0,1995,19.0,9.0,948.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,11.0,35.0,2.0,0.0,0.09,0.09,0.0,0.09,0.04,0.05,0.1,0.04,0.1
Jeremie Frimpong,NED,"DF,MT",Leverkusen,24.0,2000,27.0,20.0,1874.0,20.8,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,3.9,3.9,3.8,7.7,79.0,45.0,218.0,0.19,0.24,0.43,0.19,0.43,0.19,0.18,0.37,0.19,0.37
Chris Führich,GER,"MT,AT",Stuttgart,27.0,1998,26.0,17.0,1478.0,16.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,2.6,4.3,79.0,73.0,157.0,0.06,0.12,0.18,0.06,0.18,0.1,0.16,0.26,0.1,0.26
Shiō Fukuda,JPN,"AT,MT",Gladbach,20.0,2004,4.0,0.0,43.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,2.0,2.09,0.0,2.09,2.09,2.09,0.72,0.0,0.72,0.72,0.72
Cristian Gamboa,CRC,DF,Bochum,35.0,1989,10.0,0.0,162.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,2.0,5.0,6.0,0.56,0.0,0.56,0.56,0.56,0.09,0.1,0.19,0.09,0.19
Aleix García,ESP,MT,Leverkusen,27.0,1997,22.0,13.0,1145.0,12.7,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,0.9,0.9,4.7,5.6,19.0,99.0,41.0,0.24,0.24,0.47,0.24,0.47,0.07,0.37,0.44,0.07,0.44
Viggo Gebel,GER,MT,RB Leipzig,17.0,2007,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lutsharel Geertruida,NED,DF,RB Leipzig,24.0,2000,19.0,15.0,1313.0,14.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.8,1.9,17.0,75.0,29.0,0.07,0.0,0.07,0.07,0.07,0.07,0.05,0.13,0.07,0.13
Dennis Geiger,GER,"MT,AT",Hoffenheim,26.0,1998,15.0,5.0,531.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.4,0.4,10.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08
Valentin Gendrey,FRA,DF,Hoffenheim,24.0,2000,19.0,11.0,1174.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.8,2.6,23.0,42.0,79.0,0.08,0.08,0.15,0.08,0.15,0.06,0.14,0.2,0.06,0.2
Yannick Gerhardt,GER,"MT,DF",Wolfsburg,31.0,1994,24.0,11.0,1125.0,12.5,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.8,0.8,0.2,1.0,14.0,41.0,52.0,0.08,0.08,0.16,0.08,0.16,0.07,0.01,0.08,0.07,0.08
Max Geschwill,GER,DF,Holstein Kiel,23.0,2001,17.0,13.0,1214.0,13.5,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.8,1.6,5.0,57.0,16.0,0.07,0.15,0.22,0.07,0.22,0.06,0.06,0.12,0.06,0.12
Dimitris Giannoulis,GRE,DF,Augsburg,29.0,1995,24.0,24.0,2055.0,22.8,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,3.2,4.2,41.0,81.0,109.0,0.0,0.18,0.18,0.0,0.18,0.05,0.14,0.19,0.05,0.19
Armin Gigovic,BIH,MT,Holstein Kiel,22.0,2002,25.0,17.0,1403.0,15.6,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,1.5,1.5,1.4,2.9,30.0,37.0,39.0,0.26,0.0,0.26,0.26,0.26,0.09,0.09,0.19,0.09,0.19
Benedikt Gimber,GER,DF,Heidenheim,28.0,1997,25.0,25.0,2131.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.5,0.5,0.3,0.8,7.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04
Matthias Ginter,GER,DF,Freiburg,31.0,1994,26.0,22.0,2021.0,22.5,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.8,1.8,0.6,2.4,7.0,94.0,15.0,0.09,0.0,0.09,0.09,0.09,0.08,0.03,0.11,0.08,0.11
Jamie Gittens,ENG,"AT,MT",Dortmund,20.0,2004,27.0,19.0,1612.0,17.9,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,3.1,3.1,2.5,5.6,106.0,37.0,160.0,0.39,0.17,0.56,0.39,0.56,0.17,0.14,0.31,0.17,0.31
Serge Gnabry,GER,"AT,MT",Bayern Munich,29.0,1995,20.0,9.0,846.0,9.4,5.0,3.0,8.0,5.0,0.0,1.0,0.0,0.0,6.3,5.5,3.4,9.0,37.0,35.0,116.0,0.53,0.32,0.85,0.53,0.85,0.68,0.36,1.04,0.59,0.96
Tidiam Gomis,FRA,"MT,DF",RB Leipzig,18.0,2006,3.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.09,0.26,0.17,0.26
Leon Goretzka,GER,MT,Bayern Munich,30.0,1995,21.0,11.0,1112.0,12.4,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,2.5,2.5,1.4,3.9,30.0,104.0,24.0,0.32,0.08,0.4,0.32,0.4,0.2,0.11,0.31,0.2,0.31
Robin Gosens,GER,DF,Union Berlin,30.0,1994,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.15,0.02,0.15
Mario Götze,GER,"MT,AT",Eint Frankfurt,32.0,1992,22.0,17.0,1440.0,16.0,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.9,2.9,3.0,5.9,27.0,85.0,84.0,0.19,0.12,0.31,0.19,0.31,0.18,0.19,0.37,0.18,0.37
Jeffrey Gouweleeuw,NED,DF,Augsburg,33.0,1991,26.0,26.0,2314.0,25.7,1.0,3.0,4.0,1.0,0.0,1.0,8.0,0.0,1.3,0.6,1.8,2.3,17.0,107.0,13.0,0.04,0.12,0.16,0.04,0.16,0.05,0.07,0.12,0.02,0.09
Kamil Grabara,POL,GB,Wolfsburg,26.0,1999,22.0,22.0,1955.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Gregoritsch,AUT,AT,Freiburg,30.0,1994,16.0,5.0,557.0,6.2,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.8,1.8,0.3,2.1,6.0,18.0,33.0,0.32,0.16,0.48,0.32,0.48,0.28,0.05,0.34,0.28,0.34
Vincenzo Grifo,ITA,"AT,MT",Freiburg,31.0,1993,27.0,24.0,1903.0,21.1,8.0,8.0,16.0,8.0,0.0,3.0,2.0,0.0,7.2,4.8,5.1,9.9,45.0,107.0,118.0,0.38,0.38,0.76,0.38,0.76,0.34,0.24,0.58,0.23,0.47
Florian Grillitsch,AUT,MT,Hoffenheim,29.0,1995,8.0,8.0,601.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.3,4.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
Álex Grimaldo,ESP,"DF,MT",Leverkusen,29.0,1995,25.0,24.0,2089.0,23.2,2.0,5.0,7.0,2.0,0.0,0.0,5.0,1.0,2.2,2.2,6.7,8.9,69.0,132.0,213.0,0.09,0.22,0.3,0.09,0.3,0.1,0.29,0.38,0.1,0.38
Pascal Groß,GER,"MT,DF",Dortmund,33.0,1991,25.0,23.0,1895.0,21.1,0.0,6.0,6.0,0.0,0.0,0.0,4.0,1.0,1.9,1.9,4.0,5.9,35.0,154.0,107.0,0.0,0.28,0.28,0.0,0.28,0.09,0.19,0.28,0.09,0.28
Marco Grüll,AUT,"AT,MT",Werder Bremen,26.0,1998,23.0,12.0,1028.0,11.4,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,3.8,3.8,1.6,5.4,19.0,29.0,77.0,0.53,0.09,0.61,0.53,0.61,0.34,0.14,0.48,0.34,0.48
Raphaël Guerreiro,POR,"DF,MT",Bayern Munich,31.0,1993,18.0,16.0,1302.0,14.5,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,2.2,2.2,2.5,4.7,32.0,67.0,102.0,0.21,0.14,0.35,0.21,0.35,0.15,0.17,0.33,0.15,0.33
Morgan Guilavogui,GUI,"AT,MT",St. Pauli,27.0,1998,18.0,16.0,1308.0,14.5,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,5.8,5.8,1.7,7.5,28.0,31.0,95.0,0.34,0.07,0.41,0.34,0.41,0.4,0.11,0.51,0.4,0.51
Serhou Guirassy,GUI,AT,Dortmund,29.0,1996,23.0,23.0,2043.0,22.7,14.0,1.0,15.0,12.0,2.0,2.0,3.0,0.0,15.9,14.3,3.7,18.0,16.0,29.0,103.0,0.62,0.04,0.66,0.53,0.57,0.7,0.16,0.86,0.63,0.79
Péter Gulácsi,HUN,GB,RB Leipzig,34.0,1990,25.0,25.0,2205.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Gumny,POL,DF,Augsburg,26.0,1998,4.0,1.0,147.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.5,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.23,0.33,0.09,0.33
Christian Günter,GER,DF,Freiburg,32.0,1993,26.0,26.0,2207.0,24.5,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.8,0.6,2.5,3.1,18.0,49.0,106.0,0.08,0.08,0.16,0.08,0.16,0.03,0.1,0.13,0.03,0.13
Janik Haberer,GER,"MT,DF",Union Berlin,30.0,1994,21.0,14.0,1125.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,5.0,43.0,16.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07
Robin Hack,GER,AT,Gladbach,26.0,1998,26.0,21.0,1685.0,18.7,4.0,5.0,9.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,2.8,6.8,40.0,76.0,111.0,0.21,0.27,0.48,0.21,0.48,0.21,0.15,0.36,0.21,0.36
Amadou Haidara,MLI,MT,RB Leipzig,27.0,1998,23.0,15.0,1178.0,13.1,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,0.8,1.9,6.0,58.0,20.0,0.0,0.08,0.08,0.0,0.08,0.09,0.06,0.15,0.09,0.15
Andreas Hanche-Olsen,NOR,DF,Mainz 05,28.0,1997,16.0,7.0,819.0,9.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.4,0.4,0.3,0.7,2.0,24.0,5.0,0.11,0.11,0.22,0.11,0.22,0.05,0.03,0.08,0.05,0.08
Phil Harres,GER,AT,Holstein Kiel,23.0,2002,19.0,17.0,1383.0,15.4,8.0,1.0,9.0,8.0,0.0,0.0,2.0,0.0,4.7,4.7,1.1,5.8,8.0,14.0,63.0,0.52,0.07,0.59,0.52,0.59,0.31,0.07,0.38,0.31,0.38
Ramon Hendriks,NED,DF,Stuttgart,23.0,2001,20.0,8.0,905.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.4,0.9,6.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.09,0.06,0.09
Paul Hennrich,GER,MT,Hoffenheim,20.0,2005,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Henrichs,GER,DF,RB Leipzig,28.0,1997,15.0,10.0,935.0,10.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.5,0.4,1.4,1.8,9.0,29.0,55.0,0.0,0.19,0.19,0.0,0.19,0.05,0.14,0.18,0.04,0.18
Mario Hermoso,ESP,DF,Leverkusen,29.0,1995,4.0,3.0,293.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,2.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.11,0.17
Piero Hincapié,ECU,DF,Leverkusen,23.0,2002,25.0,22.0,2116.0,23.5,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,2.6,2.6,3.0,5.6,42.0,127.0,65.0,0.09,0.09,0.17,0.09,0.17,0.11,0.13,0.24,0.11,0.24
Adam Hložek,CZE,"AT,MT",Hoffenheim,22.0,2002,20.0,18.0,1489.0,16.5,6.0,2.0,8.0,6.0,0.0,0.0,2.0,0.0,4.7,4.7,3.0,7.7,39.0,57.0,82.0,0.36,0.12,0.48,0.36,0.48,0.28,0.18,0.46,0.28,0.46
Nicolas Höfler,GER,MT,Freiburg,35.0,1990,17.0,7.0,778.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,1.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Jonas Hofmann,GER,"MT,DF",Leverkusen,32.0,1992,6.0,3.0,241.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.8,3.0,8.0,20.0,0.37,0.0,0.37,0.37,0.37,0.19,0.09,0.28,0.19,0.28
Philipp Hofmann,GER,AT,Bochum,32.0,1993,27.0,22.0,1951.0,21.7,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,3.3,7.2,7.0,46.0,97.0,0.09,0.14,0.23,0.09,0.23,0.18,0.15,0.33,0.18,0.33
Lucas Höler,GER,"AT,MT",Freiburg,30.0,1994,25.0,16.0,1427.0,15.9,3.0,4.0,7.0,3.0,0.0,1.0,2.0,0.0,6.0,5.2,1.7,6.9,11.0,28.0,91.0,0.19,0.25,0.44,0.19,0.44,0.38,0.11,0.49,0.33,0.44
Benedict Hollerbach,GER,"AT,MT",Union Berlin,23.0,2001,27.0,24.0,1999.0,22.2,7.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,5.7,5.7,1.4,7.1,77.0,55.0,165.0,0.32,0.05,0.36,0.32,0.36,0.26,0.06,0.32,0.26,0.32
Lewis Holtby,GER,MT,Holstein Kiel,34.0,1990,22.0,12.0,1172.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.5,2.0,13.0,44.0,32.0,0.0,0.08,0.08,0.0,0.08,0.04,0.12,0.15,0.04,0.15
Gerrit Holtmann,PHI,"DF,AT",Bochum,30.0,1995,17.0,10.0,911.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,2.3,4.1,39.0,25.0,72.0,0.1,0.1,0.2,0.1,0.2,0.17,0.23,0.4,0.17,0.4
Franck Honorat,FRA,AT,Gladbach,28.0,1996,13.0,13.0,1047.0,11.6,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,3.4,3.4,4.1,7.5,45.0,34.0,94.0,0.17,0.34,0.52,0.17,0.52,0.29,0.36,0.65,0.29,0.65
Mathias Honsak,AUT,"AT,DF",Heidenheim,28.0,1996,18.0,11.0,1070.0,11.9,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.2,3.2,1.5,4.8,33.0,23.0,48.0,0.34,0.08,0.42,0.34,0.42,0.27,0.13,0.4,0.27,0.4
Timo Horn,GER,GB,Bochum,31.0,1993,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukáš Hrádecký,FIN,GB,Leverkusen,35.0,1989,24.0,24.0,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Hranáč,CZE,DF,Hoffenheim,25.0,2000,4.0,2.0,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Hyunseok,KOR,MT,Mainz 05,25.0,1999,17.0,4.0,464.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.4,7.0,15.0,26.0,0.0,0.19,0.19,0.0,0.19,0.1,0.17,0.26,0.1,0.26
Oscar Højlund,DEN,MT,Eint Frankfurt,20.0,2005,16.0,6.0,591.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,1.0,1.8,17.0,43.0,7.0,0.15,0.0,0.15,0.15,0.15,0.14,0.15,0.28,0.14,0.28
Arijon Ibrahimović,GER,AT,Bayern Munich,19.0,2005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrej Ilic,SRB,AT,Union Berlin,24.0,2000,9.0,5.0,524.0,5.8,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,2.6,1.9,0.1,2.0,2.0,6.0,35.0,0.52,0.0,0.52,0.34,0.34,0.45,0.02,0.47,0.32,0.34
Jackson Irvine,AUS,MT,St. Pauli,32.0,1993,27.0,27.0,2430.0,27.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,3.0,2.8,3.6,6.4,19.0,110.0,51.0,0.0,0.22,0.22,0.0,0.22,0.11,0.13,0.25,0.1,0.24
Ko Itakura,JPN,DF,Gladbach,28.0,1997,25.0,25.0,2250.0,25.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,0.8,1.6,18.0,55.0,3.0,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06
Hiroki Ito,JPN,DF,Bayern Munich,25.0,1999,6.0,3.0,250.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.8,3.0,18.0,6.0,0.36,0.0,0.36,0.36,0.36,0.13,0.14,0.27,0.13,0.27
Marko Ivezić,SRB,DF,Holstein Kiel,23.0,2001,19.0,15.0,1386.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.2,0.7,3.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
